Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Store_ID,Location,Size,Category
148,5/9/2024,CUST148,Male,18,Clothing,2,30,60,S006,Miami,Large,Online
163,1/2/2024,CUST163,Female,64,Clothing,3,50,150,S006,Miami,Large,Online
170,6/2/2024,CUST170,Female,25,Clothing,2,25,50,S006,Miami,Large,Online
179,9/29/2024,CUST179,Male,31,Electronics,1,300,300,S006,Miami,Large,Online
180,1/1/2024,CUST180,Male,41,Clothing,3,300,900,S006,Miami,Large,Online
182,6/15/2024,CUST182,Male,62,Beauty,4,30,120,S006,Miami,Large,Online
192,2/10/2024,CUST192,Male,62,Beauty,2,50,100,S006,Miami,Large,Online
200,9/1/2024,CUST200,Male,27,Beauty,3,50,150,S006,Miami,Large,Online
201,10/9/2024,CUST201,Male,56,Electronics,1,25,25,S006,Miami,Large,Online
209,12/20/2024,CUST209,Female,30,Electronics,4,50,200,S006,Miami,Large,Online
211,1/1/2024,CUST211,Male,42,Beauty,3,500,1500,S006,Miami,Large,Online
214,12/10/2024,CUST214,Male,20,Beauty,2,30,60,S006,Miami,Large,Online
215,11/29/2024,CUST215,Male,58,Clothing,3,500,1500,S006,Miami,Large,Online
217,8/13/2024,CUST217,Female,35,Electronics,4,50,200,S006,Miami,Large,Online
223,2/2/2024,CUST223,Female,64,Clothing,1,25,25,S006,Miami,Large,Online
225,1/11/2024,CUST225,Female,57,Beauty,4,25,100,S006,Miami,Large,Online
231,1/4/2024,CUST231,Female,23,Clothing,3,50,150,S006,Miami,Large,Online
232,2/6/2024,CUST232,Female,43,Beauty,1,25,25,S006,Miami,Large,Online
250,10/23/2024,CUST250,Male,48,Electronics,1,50,50,S006,Miami,Large,Online
304,7/19/2024,CUST304,Female,37,Electronics,2,30,60,S006,Miami,Large,Online
312,9/7/2024,CUST312,Male,41,Clothing,4,30,120,S006,Miami,Large,Online
320,2/1/2024,CUST320,Female,28,Electronics,4,300,1200,S006,Miami,Large,Online
327,9/29/2024,CUST327,Male,57,Electronics,3,50,150,S006,Miami,Large,Online
334,11/1/2024,CUST334,Male,31,Electronics,3,300,900,S006,Miami,Large,Online
346,2/11/2024,CUST346,Male,59,Clothing,2,500,1000,S006,Miami,Large,Online
349,10/26/2024,CUST349,Female,57,Beauty,1,50,50,S006,Miami,Large,Online
350,10/17/2024,CUST350,Male,25,Beauty,3,25,75,S006,Miami,Large,Online
352,6/11/2024,CUST352,Male,57,Electronics,2,500,1000,S006,Miami,Large,Online
359,7/22/2024,CUST359,Male,50,Clothing,1,50,50,S006,Miami,Large,Online
366,2/7/2024,CUST366,Male,57,Clothing,2,50,100,S006,Miami,Large,Online
373,10/3/2024,CUST373,Female,25,Beauty,2,300,600,S006,Miami,Large,Online
375,9/17/2024,CUST375,Male,32,Clothing,1,50,50,S006,Miami,Large,Online
378,6/28/2024,CUST378,Male,50,Beauty,1,300,300,S006,Miami,Large,Online
395,12/6/2024,CUST395,Male,50,Electronics,2,500,1000,S006,Miami,Large,Online
423,3/8/2024,CUST423,Female,27,Clothing,1,25,25,S006,Miami,Large,Online
424,11/23/2024,CUST424,Male,57,Beauty,4,300,1200,S006,Miami,Large,Online
436,3/18/2024,CUST436,Female,57,Clothing,4,30,120,S006,Miami,Large,Online
445,1/22/2024,CUST445,Female,53,Electronics,1,300,300,S006,Miami,Large,Online
458,11/14/2024,CUST458,Female,39,Electronics,4,25,100,S006,Miami,Large,Online
462,4/1/2024,CUST462,Male,63,Electronics,4,300,1200,S006,Miami,Large,Online
482,4/27/2024,CUST482,Female,28,Clothing,4,300,1200,S006,Miami,Large,Online
489,5/23/2024,CUST489,Male,44,Electronics,1,30,30,S006,Miami,Large,Online
499,1/15/2024,CUST499,Male,46,Beauty,2,30,60,S006,Miami,Large,Online
520,12/29/2024,CUST520,Female,49,Electronics,4,25,100,S006,Miami,Large,Online
532,6/19/2024,CUST532,Female,64,Clothing,4,30,120,S006,Miami,Large,Online
534,6/10/2024,CUST534,Male,45,Clothing,2,500,1000,S006,Miami,Large,Online
539,6/8/2024,CUST539,Male,25,Beauty,1,500,500,S006,Miami,Large,Online
552,12/13/2024,CUST552,Female,49,Electronics,3,25,75,S006,Miami,Large,Online
563,8/9/2024,CUST563,Male,20,Clothing,2,30,60,S006,Miami,Large,Online
575,3/28/2024,CUST575,Male,60,Clothing,2,50,100,S006,Miami,Large,Online
580,12/6/2024,CUST580,Female,31,Clothing,3,500,1500,S006,Miami,Large,Online
616,9/23/2024,CUST616,Male,41,Clothing,2,50,100,S006,Miami,Large,Online
629,6/12/2024,CUST629,Male,62,Electronics,2,25,50,S006,Miami,Large,Online
634,10/8/2024,CUST634,Male,60,Electronics,4,500,2000,S006,Miami,Large,Online
646,5/3/2024,CUST646,Male,38,Clothing,3,30,90,S006,Miami,Large,Online
647,5/21/2024,CUST647,Male,59,Clothing,3,500,1500,S006,Miami,Large,Online
651,5/27/2024,CUST651,Male,51,Clothing,3,50,150,S006,Miami,Large,Online
656,10/4/2024,CUST656,Male,29,Beauty,3,30,90,S006,Miami,Large,Online
666,2/2/2024,CUST666,Male,51,Electronics,3,50,150,S006,Miami,Large,Online
672,8/1/2024,CUST672,Female,34,Beauty,2,50,100,S006,Miami,Large,Online
673,2/1/2024,CUST673,Female,43,Clothing,3,500,1500,S006,Miami,Large,Online
678,12/23/2024,CUST678,Female,60,Electronics,3,300,900,S006,Miami,Large,Online
692,9/7/2024,CUST692,Female,64,Clothing,2,50,100,S006,Miami,Large,Online
694,5/20/2024,CUST694,Female,39,Electronics,2,25,50,S006,Miami,Large,Online
710,10/31/2024,CUST710,Female,26,Electronics,3,500,1500,S006,Miami,Large,Online
712,12/6/2024,CUST712,Female,57,Beauty,2,25,50,S006,Miami,Large,Online
716,8/8/2024,CUST716,Female,60,Clothing,4,300,1200,S006,Miami,Large,Online
722,7/14/2024,CUST722,Male,20,Beauty,3,300,900,S006,Miami,Large,Online
723,6/17/2024,CUST723,Female,54,Beauty,4,50,200,S006,Miami,Large,Online
729,5/23/2024,CUST729,Male,29,Clothing,4,300,1200,S006,Miami,Large,Online
730,8/4/2024,CUST730,Female,36,Clothing,2,25,50,S006,Miami,Large,Online
745,4/13/2024,CUST745,Male,54,Beauty,2,50,100,S006,Miami,Large,Online
769,6/9/2024,CUST769,Female,31,Electronics,4,30,120,S006,Miami,Large,Online
797,1/7/2024,CUST797,Male,40,Clothing,3,25,75,S006,Miami,Large,Online
808,4/1/2024,CUST808,Male,33,Beauty,4,500,2000,S006,Miami,Large,Online
824,5/5/2024,CUST824,Male,63,Clothing,4,30,120,S006,Miami,Large,Online
827,11/9/2024,CUST827,Male,61,Beauty,3,300,900,S006,Miami,Large,Online
849,5/4/2024,CUST849,Male,32,Clothing,2,25,50,S006,Miami,Large,Online
850,7/28/2024,CUST850,Female,26,Beauty,2,500,1000,S006,Miami,Large,Online
857,12/31/2024,CUST857,Male,60,Electronics,2,25,50,S006,Miami,Large,Online
861,2/17/2024,CUST861,Female,41,Clothing,3,30,90,S006,Miami,Large,Online
867,6/6/2024,CUST867,Male,21,Electronics,1,500,500,S006,Miami,Large,Online
868,12/6/2024,CUST868,Female,25,Electronics,1,300,300,S006,Miami,Large,Online
883,5/9/2024,CUST883,Male,40,Electronics,1,500,500,S006,Miami,Large,Online
897,9/26/2024,CUST897,Female,64,Electronics,2,50,100,S006,Miami,Large,Online
903,4/27/2024,CUST903,Female,51,Beauty,4,50,200,S006,Miami,Large,Online
931,9/2/2024,CUST931,Male,30,Beauty,4,30,120,S006,Miami,Large,Online
942,3/18/2024,CUST942,Male,51,Clothing,3,500,1500,S006,Miami,Large,Online
947,3/2/2024,CUST947,Male,50,Beauty,1,300,300,S006,Miami,Large,Online
950,11/7/2024,CUST950,Male,36,Clothing,3,300,900,S006,Miami,Large,Online
969,4/19/2024,CUST969,Female,40,Clothing,3,300,900,S006,Miami,Large,Online
970,5/16/2024,CUST970,Male,59,Electronics,4,500,2000,S006,Miami,Large,Online
993,2/6/2024,CUST993,Female,48,Electronics,3,50,150,S006,Miami,Large,Online
